DOIs (Digital Object Identifiers),Title,Abstract,Person,Journal title,Sustainable Development Goals
https://doi.org/10.1016/j.ijresmar.2009.09.005,Innovation and performance outcomes of market information collection efforts,"<p>Research on organizational market information processing in marketing has not yet examined a key issue associated with information collection: the role of top management team (TMT) involvement. Research in marketing has typically studied market information collection efforts from the perspective of employees and market research companies, overlooking the role that the TMT plays in these efforts. While prior research on top managers suggests that they are often not active participants in the collection of market information, this study examines whether and under what conditions TMT involvement in market information collection efforts can contribute to a firm's innovativeness and performance. The key contribution of the study involves the development and testing of a model that shows (1) the positive effect of TMT involvement in market information collection efforts on firm innovativeness above and beyond employees' market information collection efforts; (2) the moderating effect of firm size and industry context (i.e., high-technology versus low-technology) on model relationships, indicating that the relationship is stronger for smaller firms and high-technology companies; and (3) the mediating effect of firm innovativeness on the relationship between TMT involvement in market information collection efforts and overall business performance. We test our model in a business-to-business context.</p>","Grinstein, A.",International Journal of Research in Marketing,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1007/s11192-020-03707-y,Innovation in pharmaceutical R&D,"<p>In response to the increasing number and breadth of innovation studies on the pharmaceutical industry, we mapped the literature to show the trends in recent research and to indicate areas for further research. In the first phase, we analyzed articles on the pharmaceutical industry published in innovation journals. We used these articles’ textual and citation data and applied hybrid cluster analysis. Three main clusters were produced based on the level of analysis innovation scholars had used to investigate the industry: macro, meso and micro. We describe the research topics within these clusters and show that, overall, innovation scholars increasingly focus on the meso-level, analyzing the relationships across different firms. This shift in interest toward the collaborative nature of drug discovery and development was also apparent in macro- and micro-level studies. To explore how this literature is used by scientists in the industry, our second phase involved analysis of the citing articles published in pharmaceutical journals. Using our findings, we propose research areas that can be further explored in order to create an engaged and better-integrated literature on pharmaceutical innovation.</p>","van der Sijde, P. (+2 more)",Scientometrics,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.4337/9781783476602.00011,Innovation projects and venturing at rabobank,,"Gilsing, V.A.",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.3920/JCNS2012.x007,Innovation projects and visions on the future,"<p>Since the 1980s, Dutch agricultural policy focuses on changing the agricultural sector into a more sustainable sector. In this article we explore an Agropark visioning initiative and four Agropark innovation projects to provide further understanding in how visions on the future influence innovation projects. In addition we question which innovation strategies actors adopt to ensure both high levels of ambition and high degrees of commitment towards the innovation Agropark. Our study shows that future visions can lead to high expectation within the policy and public domain which creates both opportunities and tensions for innovation projects. Furthermore, the analysis shows that each Agropark innovation project applied specific innovation strategies that suited their distinct context and network of actors. Furthermore, actors within the innovation projects contextualise and thereby re-design future visions into local visions. They thus create a more viable design but at the same time dilute initial ambitions. Recognising these tensions and opportunities in their different guises, and making them part of the learning process time and again, both at regime level and at niche level, assist actors that aspire to guide far-reaching innovations.</p>","Zweekhorst, M.B.M. (+2 more)",Journal on Chain and Network Science,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1504/IJIPM.2014.062796,Innovation protection in the Dutch printing industry,"Although the scholarly attention for innovation by SMEs is beyond discussion, much of the protective behaviour of SMEs concerning their innovations is unknown. A survey was sent to 1,337 SMEs from the Dutch Printing Industry, containing questions on: the firm; the entrepreneur; and a recent product or process innovation. The degree of formality of the protection of product innovations turns out to be influenced by: innovativeness; public financial support; cooperation; the educational level of the entrepreneur; the experience of the entrepreneur; and, surprisingly, by lower innovation investments, and rural locations. The degree of formality of the protection of process innovations is influenced by: public financial support; the newness of the innovation; the innovativeness of the innovation; and, again contrary to what we expected, lower innovation investments and the rural location of the firm. The lifespan of the innovation and firm size turned out not to play any role at all. © 2014 Inderscience Enterprises Ltd.","Mol, M.C. (+1 more)",International Journal of Intellectual Property Management,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.3920/BM2021.0050,Innovations for microbiome targeting interventions - a patent landscape analysis indicating overall patenting activity decline and promising target disease areas,"<p>The human microbiota have been implicated in the aetiology and remedy of a host of disorders. However, due to the pervasive uncertainty inherent in the field of microbiota-targeting interventions and associated issues with establishing rigorous safety and efficacy profiles, regulatory oversight is suboptimal. This can dissuade innovators from further exploring novel and much needed health interventions. Modification of regulatory protocols and practices requires focussed efforts and funding to build the evidence base around future regulatory needs. Such modification can be critically informed by identification of changes and trends in technology fields to facilitate identification of regulatory gaps. To this purpose, this study rigorously collected and analysed patent data from Espacenet - covering the years 2013-2018 - and created a patent landscape analysis of microbiome targeting interventions with a focus on medicinal products. Pertinent patenting activity has declined overall. While, in absolute terms, patents most frequently claimed inventions targeting disorders of the gut and alimentary tract, relative year-on-year interest increases have been substantial for cancer, and disorders of the (neuro-)muscular and respiratory systems - driven by the private sector. Academic stakeholders showed top interest in disorders of the metabolism, anti-infectives, and skeletal and dermatological diseases. Although medicinal preparation claims dominated our dataset, a third of patents claimed food preparations, while only 1% claimed application as a diagnostic. Finally, China is, by an inordinate margin, a market of particular interest for both domestic and foreign innovators, indicating that microbiome targeting intervention innovation for EU and US markets might be frustrated. This study is the first to empirically demonstrate that live biotherapeutic product innovation is decelerating and potentially frustrated, supporting the urgent need for improved regulatory standards. Our results indicate which disease areas deserve particular attention for research funding to facilitate proper regulatory appraisal in the near- to mid-term future.</p>","Flaherty-Roussilhon, D. (+2 more)",Beneficial microbes,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.onehlt.2022.100419,Innovations in the veterinary intestinal health field,"<p>In recent years it has become evident that a healthy intestinal microbiome is beneficial for the overall health of an individual. A healthy microbiome is diverse, increasing stability and resilience and strengthening the immune system. In addition, healthy intestinal metabolisms have a beneficial effect on many physiological processes such as the brain function. Looking from the One Health perspective, which recognizes that health of humans is closely connected to the health of animals and environment, it is inherently beneficial to stimulate the health of animals for the well-being of humans. However, the intensive administration of antibiotics to livestock for prevention and cure of disease, and even stimulation of growth, disrupts a healthy microbiome. With the rapid increase of emerging zoonotic diseases, alternatives to the use of antimicrobial compounds are urgently necessary. This research analyses the development of alternatives for antibiotic use contributing to veterinary intestinal health through an in-depth patent analysis of inventions for fodder additives. In the period 1999–2020, 1269 unique patent families describing the use of probiotics, enzymes and prebiotics for swine, poultry and ruminants were identified. Innovation trends, geography, key applicants, and classification of patents were analysed. Asian industrial applicants applied for the majority of patents comprising the largest share of patents for probiotics and enzymes in combination with fodder for swine. Followed by North American and European industrial applications, applying for patents for probiotics in combination with fodder for poultry, swine, and ruminants. Overall, our results do not show a clear increase in innovations, suggesting that innovations in the use of probiotics and enzymes in animal feed appear to be stalling. While in the near future a combination of the use of antibiotics and alternatives is most likely to be implemented, the use of probiotics stands a good chance of replacing antibiotics in animal husbandry and limiting the adverse effects of antibiotic abuse.</p>","Larsen, O.F.A. (+2 more)",One Health,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.respol.2016.04.003,Innovation through exaptation and its determinants: the role of technological complexity and analogy,,"Gilsing, V.A.",Research Policy,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.3280/FR2021-002004,Integrated reporting: Much ado about nothing?,"Integrated reporting, which helps companies to share their value creation pro-cesses with their stakeholders, has developed rapidly in recent years. Due to the increased attention paid to the International Integrated Reporting Framework is-sued by the International Integrated Reporting Council, the number of companies worldwide engaging in integrated reporting is continually rising, which is presuma-bly driven by the claimed benefits of this practice. Through recourse to legitimacy theory and management fashion theory, here we provide a preliminary assessment of the development of integrated reporting, alongside considering the potential in-fluence of academic research in its growth. We review the existing body of aca-demic literature on this topic, ultimately identifying 123 claims about the benefits of IR from 29 papers published in 15 journals between May 2011 and September 2016, before proceeding to analyse both the sources and the level of substantia-tion of these claims. Our findings suggest that only a few of the purported ad-vantages of integrated reporting are supported by actual empirical evidence, while most of the claims only cite a limited number of primary sources. Based on these results and our assessment of the development of the concept of IR, we propose a future research agenda.","Steens, H.B.A. (+2 more)",Financial Reporting,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1787/9789264072916-6-en,International air transport,"<p>This chapter describes the basic features of international air transport. It opens with a historical perspective from the 1930s to modern day. The modern air transport industry is one that increasingly operates within a liberal market context. While government controls over fares, market entry and capacity continue in many smaller countries, they are gradually and almost universally being removed or relaxed. The chapter explains why the air transport industry is now large - it accounts for about 1% of the GDP of both the EU and the United States. It is an important transporter of high-value, low-bulk cargoes. International aviation moves about 40% of world trade by value, although far less in physical terms. The chapter explores the effects of globalisation on airlines, not just on the demand side - where the scale, nature and geography of demand in global markets has led to significant shifts - but also on the supply side, where government policies (e.g. regarding safety, security and the environment) require international co-ordination. It examines technological developments. Two major innovations in air transport were the introduction of jet engines, which considerably shortened travel times, and the introduction of wide-bodied aircraft, which gave airlines the opportunity to reduce the cost per seat. Both developments reduced the generalised cost of travel, so that they had a positive impact on demand. And in closing, the chapter explores changing industrial needs.</p>","Pels, A.J.H.",,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1080/09537287.2016.1166274,Is the scheduling task context-dependent? A survey investigating the presence of constraints in different manufacturing contexts,"<p>Most studies regarding real scheduling constraints only consider the constraints related to the specific manufacturing environment studied, limiting the possibility of drawing general conclusions. A survey of 50 companies was conducted in order to discover which constraints were present and what their relationship was with the scheduling context. This paper investigates which practical scheduling constraints are present in the manufacturing industry and whether the scheduling task is context-dependent. Results of this study show that some practical production constraints are context-dependent.</p>","Romero Silva, R.",Production Planning and Control,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1023/A:1020350518131,Java Web Simulation (JWS); a web based database of kinetic models.,"Software to make a database of kinetic models accessible via the internet has been developed and a core database has been set up at http://jjj.biochem.sun.ac.za/. This repository of models, available to everyone with internet access, opens a whole new way in which we can make our models public. Via the database, a user can change enzyme parameters and run time simulations or steady state analyses. The interface is user friendly and no additional software is necessary. The database currently contains 10 models, but since the generation of the program code to include new models has largely been automated the addition of new models is straightforward and people are invited to submit their models to be included in the database.","Snoep, J.L.",Molecular Biology Reports,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1023/A:1017982719207,Job creation and job destruction by small firms. An empirical investigation for the Dutch manufacturing sector,,"Gautier, P.A.",Small Business Economics,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1111/j.1467-9310.2005.00417.x,Knowledge sharing mechanisms in industrial research,"<p>Previous research has firmly established the importance of knowledge sharing in Research and Development (R&D) settings. However, current theories provide only fragmented insights into the origination of knowledge sharing, and thus offer limited guidance for knowledge management practices in R&D. To integrate and extend these fragmented insights, we undertook two exploratory field studies of knowledge sharing in industrial research organizations. The contributions of this study are the following. First, we introduce three dimensions that differentiate origination mechanisms for knowledge sharing. Second, we show that some of these mechanisms correspond to mechanisms assumed in particular streams of literature, whereas others have been neglected till now. Third, based on our field studies, we show that each of these knowledge-sharing mechanisms have a different value for industrial research practices. Therefore, knowledge management in R&D should facilitate and stimulate a broad portfolio of knowledge-sharing mechanisms.</p>","Berends, J.J.",R&D Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/https://doi.org/10.1108/JKM-02-2023-0115,Knowledge sharing quality on an enterprise social network: social capital and the moderating effect of being a broker,"Purpose – The purpose of this study is to show that an important antecedent of perceived knowledge quality is an employee’s position in the organizational network due to their participation in different interest groups. In particular, this study theorizes that brokers establish a network of groups, which increases<br/>perceived knowledge quality vis-a-vis the social capital that employees draw on.<br/>Design/methodology/approach – To test this study’s hypotheses on the influence of the structural position of knowledge brokers on the positive effects of social capital on perceived knowledge quality, this study combines data from an online survey with longitudinal archival data from a youth-care organization who used an enterprise social network (ESN) for knowledge sharing. <br/>Findings – This study found a mitigating effect of being a broker on the relationship between trust and perceived knowledge quality, and also between inter-team interaction and perceived knowledge quality for lower levels of both trust and inter-team interaction on perceived knowledge quality.<br/>Research limitations/implications – Although the hypotheses are supported, in light of prior research, the authors would have expected stronger and positive effects.<br/>Practical implications – This research is particularly interesting because it emphasizes the important role of social capital. For organizations that deal with trust issues, it might help to stimulate employees to broaden their activity on ESNs by becoming active in multiple groups.<br/>Originality/value – While knowledge sharing on ESNs is generally conducive for creating organizational value, there is a lack of understanding of what drives employees’ perception of the quality of shared knowledge, and how this perception may depend on their position in the social network. To investigate<br/>this question, the authors turn to social capital theory. ","Reus, S.F. (+2 more)",Journal of Knowledge Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1109/CLUSTER.2014.6968764,KOALA-C: A task allocator for integrated multicluster and multicloud environments,"Companies, scientific communities, and individual scientists with varying requirements for their compute-intensive applications may want to use public Infrastructure-as-a-Service clouds to increase the capacity of the resources they have access to. To enable such access, resource managers that currently act as gateways to clusters may also do so for clouds, but for this they require new architectures and scheduling frameworks. In this paper, we present the design and implementation of KOALA-C, which is an extension of the KOALA multicluster scheduler to multicloud environments. KOALA-C enables uniform management across multicluster and multicloud environments by provisioning resources from both infrastructures and grouping them into clusters of resources called sites. KOALA-C incorporates a comprehensive list of policies for scheduling jobs across multiple (sets of) sites, including both traditional policies and two new policies inspired by the well-known TAGS task assignment policy in distributed-server systems. Finally, we evaluate KOALA-C through realistic simulations and real-world experiments, and show that the new architecture and in particular its new policies show promise in achieving good job slowdown with high resource utilization.","Iosup, A.",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.4324/9780429274381-7,Leading digital strategy,"This chapter focuses on how companies formulate and execute digital-based strategies. It discusses the topics revolving around the key tensions that firms need to overcome when attempting to embrace digital technologies to upgrade their strategy process and contents. Ericsson has been in the midst of its digital transformation journey, from the introduction of new managerial practices to the adoption of new digital business models. The telecommunication industry has traditionally been populated by a few infrastructure providers that enable mobile service providers in different countries and regions to provide telecommunications services to individuals and enterprises. New digital technologies, such as social media, mobile data analytics, and cloud computing, challenge existing ways of doing business, and organizations stand to rise to prominence or disappear depending on their ability to strategize within this new competitive landscape. Advances in digital technologies are creating new possibilities and challenges for strategy making and implementation processes.","Khanagha, S.",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1002/kpm.191,Learning and knowledge processes in inter-organizational communities of practice,"<p>Communities of practice (CoPs) have increasingly become popular in recent years, in particular within large multinational organizations. They are defined as learning groups in which new insights can be transformed into knowledge through mutual engagement around a joint enterprise (Wenger, 1998: 214). Close interaction of experience and competence is seen as the central prerequisite for leading-edge learning and innovative practices in CoPs. In particular, learning in the context of a concrete practice that is shared by all members of the CoP, is central to the concept. In this empirically based paper it is argued that, contrary to expectations, this model can be deployed successfully. Authors observed CoPs in which inter-organizational multidisciplinary groups voluntarily engaged in analysing and solving real-life problems. These problems all concerned design and management of innovative and sustainable industrial and commercial zones. The inter-organizational CoP presented in this paper, proved to be a fruitful environment for generating innovative ideas and practices. The joint enterprise in this community was the generator of momentum and the catalyst of community development.</p>","Soekijad, M.",Knowledge and Process Management,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1111/jsbm.12260,Legal and Institutional Determinants of Factoring in SMEs,"<p>Weak protection of the rights of financiers intensifies agency problems in SME financing, inhibiting the optimal provision of credit necessary to grow and innovate. We use a survey data set of 4,348 SMEs from 25 European countries to analyze whether the use of factoring as a form of SME financing is less dependent on low quality of laws and institutions. We do so analyzing whether the use of factoring by SMEs differs across countries due to differences in the legal protection of creditors. Our findings indicate that firms operating in countries with legal environments that weakly protect the rights of creditors, with political instability or high enforcement costs, are more likely to use factoring. Managers of riskier and opaque companies operating in such inefficient environments can use the results of this study to better understand that there are suitable options to complement bank financing. Managers who seek loans can use the results to diversify their financing structure through the use of factoring. Since factoring can be used as a complement to bank loans or as a substitute for bank financing, it is important that policy makers take our results into account when revising policies concerning access to external financing.</p>","Kant, J.",Journal of Small Business Management,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.3390/su12083404,Linking leaders' voluntary workplace green behavior and team green innovation,"<p>Given the increasing significance of green innovation, scholars have identified environment-oriented leader behavior as a key antecedent of green innovation in firms. However, despite the fact that previous studies highlight all kinds of benefits of environment-oriented leaders' voluntary workplace green behavior (VWGB) in and for firms, little is known about how these leaders' VWGB could affect a firm team's green product innovation as well as their process innovation. To narrow this research gap, this study theorizes and tests the effect of leaders' VWGB on their team's green innovation, as well as the mediation effect of team green efficacy belief on this relationship. Using a time-lagged research design, we collected data from 497 employees and 80 leaders in Chinese manufacturing firms. The results show that leaders' VWGB directly affects both their team's green product and process innovation, and facilitates the development of team green efficacy, which in turn stimulates team green innovation. This present study extends the multilevel phenomena by reinforcing the importance of leaders' VWGB and team green efficacy on team-level green innovation, and provides practical implications on developing leadership for environmentally sustainable innovation.</p>","Cai, W. (+2 more)",Sustainability,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.eist.2021.06.006,Main topics in EIST during its first decade,"We analyse 465 articles published in EIST from June 2011 until June 2021 to identify topics addressed in the journal. We find eight main topics and assess how their shares changed over time as well as how many citations they received. The topics with the largest shares in all publications are “Theory of socio-technical transitions” and “Urban regimes and niches”. The two most cited topics, “Theory of socio-technical transitions” and “Geography and diffusion of eco-innovations”, showed a rising share over time, while the share of topic “Finance, investment and growth” declined. We further assess the geographical coverage of topics, through affiliations of the corresponding authors. The resulting map indicates dominant topics for the 34 countries that contributed to publications in EIST.","van den Bergh, J.C.J.M.",Environmental Innovation and Societal Transitions,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1016/S0166-4972(96)00099-5,Management control of biomedical research and pharmaceutical innovation,,"Bouter, L.M.",Technovation,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1111/emre.12004,Management innovation and adoption of emerging technologies process innovation,"<p>This paper examines the effect of management innovation on a firm's ability to effectively adopt an emerging core technology. Organizing for technological change is often associated with structural dilemmas for incumbents: while structural contingent solutions such as spatially separated units and parallel organizations have been frequently discussed as enablers of handling contradictory requirements of existing and emerging technologies, there is empirical evidence that such solutions are likely to be either unfeasible or unsustainable in the cases of core technologies. Our analysis on the adoption process of a new core technology by a large telecommunication firm reveals the role of management innovation in fulfilling seemingly paradoxical structural requirements of knowledge accumulation in a dynamic knowledge environment. We discuss how a novel structural approach enabled the organization to overcome rigidities in the existing routines and foster a favorable environment for adoption of cloud technology and to overcome organizational challenges, with which the firm's conventional practices failed to commensurate.</p>","Khanagha, S.",European Management Review,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1108/17511340710735546,Managing between science and industrie: An historical analysis of the Philips Research and Development Department's management,"Purpose This paper seeks to deal with the history of Research and Development (R&D) management. It takes the history of the R&D Department of the Royal Philips Electronics of The Netherlands as an example to unravel the dynamics behind industrial R&D management. Designomethodologyoapproach This paper is based upon historical and theoretical studies on industrial R&D institutions and research cultures. Findings The paper proposes that the directors of the Philips R&D Department continually shaped and reshaped the organization in order to retain researchers with creative ideas, and to stimulate innovativeness. The R&D-management was the outcome of a search process that comprehended a mixture of scientific and industrial (management) skills, knowledge and expertise, which together shaped an industrial research culture. One of the most difficult questions for the research managers was to find a balance between the professional status and motives of individual researchers on the one hand and the Philips company production strategy on the other. Over the years, the research leaders stimulated individual creativity in their own way, taking specific business and economic circumstances into account. They operated during different historical periods that reflect their management ideas. Originalityovalue Nowadays, the Philips research takes place at the High Tech Campus. Its philosophy is based upon Chesbrough's open innovation paradigm. In the discussion of this paper, it is argued that the history of industrial research teaches that the success of this organization, as in the past, will depend upon the management's ability to find a balance between scientific activities and industrial production. © 2007, Emerald Group Publishing Limited","Boersma, F.K.",Journal of management history,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.im.2008.09.002,Managing knowledge sharing: Emergent and engineering approaches,"We wished to determine how the process of knowledge sharing could be managed, seeing that it is a knowledge management dilemma. If knowledge sharing is crucial to an organization's interests, but is inherently emergent in nature, how can the organization still manage the process? In order to answer this question, a distinction was made between two approaches towards managing knowledge sharing: an emergent approach, focusing on the social dynamics between organizational members and the nature of their daily tasks, and an engineering approach, focusing on management interventions to facilitate knowledge transfer. While the first is central to today's thinking about knowledge, we used a field study in six organizations to show that both approaches have value in explaining knowledge sharing. Instruments that are part of the engineering approach create conditions for variables in the emergent approach, which in turn also exert a direct influence on knowledge sharing. © 2008 Elsevier B.V. All rights reserved.","Huysman, M.H. (+1 more)",Information and Management,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.respol.2013.12.008,Managing open innovation projects with science-based and market-based partners,"This paper examines the relationship between (outside-in) open innovation and the financial performance of R&D projects, drawing on a unique dataset that contains information on the open innovation practices, management and performance of 489 R&D projects of a large European multinational firm. We introduce two types of open innovation partnerships - science-based and market-based partnerships - and examine their relationships with project financial performance. In addition, we investigate whether the open innovation - project performance relationships are influenced by the way how R&D projects are managed. Our results show that R&D projects with open innovation partnerships are associated with a better financial performance providing that they are managed in the most suitable way. Market-based partnerships are positively correlated with project performance if a formal project management process is used; however these partnerships are associated with a lower performance for loosely managed projects. In contrast, science-based partnerships are associated with higher project revenues for loosely managed projects only. © 2014 Elsevier B.V.","Du, J.",Research Policy,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
https://doi.org/10.1108/JHTT-08-2020-0190,Managing service innovations at online travel agencies: evidence from China,"Purpose<br/>Research on service innovation management of online travel agencies (OTAs) remains relatively scarce. This study aims to illuminate the detailed components of managing service innovations at OTAs.<br/><br/>Design/methodology/approach<br/>An in-depth case study is conducted at Trip, the largest OTA in China. A coherent framework of managing service innovations at OTAs is proposed through refining an existing framework from new service development (NSD), and concerning the success factors of service innovation. Based on theoretical synthesis and empirical analysis, the NSD framework is adapted, restructured and refined for service innovation management at OTAs.<br/><br/>Findings<br/>The proposed framework contains three facets and associated managerial elements: (1) resources, including stakeholders, technologies and systems; (2) contexts, including innovation strategy, structure and culture; and (3) ideation, including idea generation and idea application. Different success factors are attached to the managerial elements. The facets, managerial elements and success factors serve as the components in the framework.<br/><br/>Research limitations/implications<br/>This study provides academia with an analytical framework to understand and interpret service innovation management at OTAs, which can be used as a point of departure for future research.<br/><br/>Practical implications<br/>The analytical framework inspires OTA managers to adopt a structured approach in service innovation management, and policymakers to design related interventions.<br/><br/>Originality/value<br/>This study offers a first step toward the investigation of service innovation management at OTAs, specifically in China. The proposed framework is potentially applicable to other industries.<br/><br/>[With also Chinese summary, see DOI.]","Bossink, B.A.G.",Journal of Hospitality and Tourism Technology,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1109/NetGames.2012.6404020,Massively Multiplayer Online Games on unreliable resources,"<p>We have previously introduced a cloud-based model for Massively Multiplayer Online Games (MMOGs) operation, which allows small and medium enterprises to join the MMOG market through near-zero initial infrastructure investment. In this work we propose an architectural extension to this MMOG operational model designed to increase and guarantee the MMOG session availability through fault tolerance mechanisms.</p>","Iosup, A.",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1109/ICMEW.2014.6890684,Massivizing online games using cloud computing: A vision,"Online gaming, a large market with hundreds of millions of active players, is still struggling to scale without risky investments in infrastructure. In this work, we propose a cloudbased platform to massivize online gaming - the challenges and opportunities of scaling on-demand, while paying only for what is used. We discuss the major aspects of cloud-based gaming, virtual-world management, game-data processing, and game-content generation.","Iosup, A.",,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1007/s11192-014-1411-7,Measuring the scientific impact of e-research infrastructures: a citation based approach?,"This micro-level study explores the extent that citation analysis provides an accurate and representative assessment of the use and impact of bioinformatics e-research infrastructure. The bioinformatic e-research infrastructure studied offers common tools used by life scientists to analyse and interpret genetic and protein sequence information. These e-resources therefore provide an interesting example with which to explore how representative citations are as acknowledgements of knowledge in the life sciences. The examples presented here suggest that there is a relation between number of visits to these databases and number of citations; however, a parallel finding shows how citation analysis frequently underestimates acknowledged use of the resources offered on this e-research infrastructure. The paper discusses the implications of the findings for various aspects of impact measurement and also considers how appropriate citation analysis is as a measurement of knowledge claims.","van den Besselaar, P.A.A.",Scientometrics,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.jmbbm.2022.105455,Mechanical characterization of a multi-layered zirconia,"<p>This study compared the flexural strength under monotonic (static - sσ) and cyclic load application (fatigue - fσ), hardness (H) and fracture toughness (K<sub>IC</sub>) of different layers of a multi-layered zirconia (IPS e.max ZirCAD MT Multi, Ivoclar). Each layer was sectioned, classified into three groups according to yttria content (4-YSZ, 4/5-YSZ and 5-YSZ), and shaped on samples for flexural strength and fracture toughness tests (bars: 1.0 × 1.0 × 11 mm); and Vickers hardness test (plates: 1.5 × 4.0 × 5.0 mm). Flexural strength under monotonic load application (sσ; n = 10) was obtained through two different devices (three-point-bending and ball-in-hole device) and fatigue flexural strength (fσ; n = 15; initial load: 10 N; step-size: 5 N; 10,000 cycles/step) was assessed using a ball-in-hole device under cyclic load application. Vickers hardness test (n = 5), fracture toughness test (n = 10), and additional analyzes (Finite Element Analysis - FEA, Energy-dispersive X-ray spectroscopy - EDS and Scanning Electron Microscopy - SEM) were also performed. No differences were found between the different devices in the monotonic flexural strength test, and FEA showed similar tensile stress distribution for the two devices. 4-YSZ showed higher values of flexural strength under monotonic and cyclic load application modes (sσ = 1114.73 MPa; fσ = 798.84 MPa), and fracture toughness (K<sub>IC</sub> = 3.90 MPa√m). 4/5-YSZ had an intermediate sσ; however, fσ was similar to 5-YSZ (404.00–429.36 MPa) and K<sub>IC</sub> similar to 4-YSZ (K<sub>IC</sub> = 3.66 MPa√m). No statistical differences were found for hardness and Weibull modulus for fatigue flexural strength data. The amount of yttria in the layer compositions increased from 4-YSZ to 5-YSZ, and larger zirconia crystals were observed in the topographic images of 5-YSZ. Failures in the flexural strength and toughness tests started from the face subjected to tensile stress. Different layers of the multi-layered zirconia blank presented distinct mechanical properties. 4-YSZ (cervical layer) presented the highest flexural strength under monotonic and cyclic loads (fatigue), and higher fracture toughness even similar to the transition layer (4/5-YSZ). Hardness was similar between the layers. The ball-in-hole device performed similarly to the three-point bending device and can be used as an alternative to the traditional method.</p>","Werner, A. (+2 more)",Journal of the Mechanical Behavior of Biomedical Materials,"SDG 9 - Industry, Innovation, and Infrastructure"
https://doi.org/10.1016/j.ejpoleco.2003.10.001,Meta-analysis of the Effect of Fiscal Policies on Long-Run Growth,"The issue of whether the public sector enhances or retards long-run economic growth has been debated passionately in recent years. We use meta-analysis to shed light on the issue. A sample of 93 published studies, yielding 123 meta-observations, is used to examine the robustness of the evidence regarding the effect of fiscal policy on growth. Five fiscal policy areas are considered: general government consumption, tax rates, education expenditure, defence, and public infrastructure. Several meta-analytical techniques are applied, including descriptive statistics, contingency table analysis and rough set analysis. On balance, the evidence for a positive effect of conventional fiscal policy on growth is rather weak, but the commonly identified importance of education and infrastructure is confirmed. The results are sensitive to several research design parameters, such as the type of data, model specification and econometric technique. The top two tiers of journals appear less supportive of the conventional priors with respect to government and growth than lesser-ranked journals. © 2003 Elsevier B.V. All rights reserved.","Nijkamp, P. (+1 more)",European Journal of Political Economy,"SDG 9 - Industry, Innovation, and Infrastructure (+1 more)"
